ContentID,ContentType,Campaign,Likes,Date,Views,Clicks
CNT-10315,NEWSLETTER,Campaign_Summer_Boost,3792,2023-02-28,67767,12703
CNT-10316,SOCIAL MEDIA,Campaign_Spring_Sale,8384,2024-11-27,112447,20636
CNT-10317,BLOG,Campaign_Spring_Sale,9265,2023-10-01,148304,35009
CNT-10318,SOCIAL MEDIA,Campaign_Q4_Holiday,8873,2024-03-13,108713,20581
CNT-10319,VIDEO,Campaign_Q4_Holiday,6892,2023-12-11,84362,18069
CNT-10320,BLOG,Campaign_Summer_Boost,9526,2023-04-29,107809,24856
CNT-10321,SOCIAL MEDIA,Campaign_Q4_Holiday,4740,2023-10-22,65605,14665
CNT-10322,SOCIAL MEDIA,Campaign_Q4_Holiday,2118,2023-05-29,42910,9085
CNT-10323,BLOG,Campaign_Q1_Launch,4875,2024-02-08,57310,11049
CNT-10324,SOCIAL MEDIA,Campaign_Q4_Holiday,6556,2023-10-05,116571,21698
CNT-10325,VIDEO,Campaign_Summer_Boost,2168,2023-12-11,25599,5035
CNT-10326,BLOG,Campaign_Q1_Launch,2021,2024-05-31,36173,6865
CNT-10327,VIDEO,Campaign_Q1_Launch,1673,2024-12-25,19170,3853
CNT-10328,SOCIAL MEDIA,Campaign_Spring_Sale,1884,2024-11-26,24925,5199
CNT-10329,BLOG,Campaign_Summer_Boost,5862,2023-05-19,59487,13538
CNT-10330,NEWSLETTER,Campaign_Q4_Holiday,8042,2023-07-31,143547,29985
CNT-10331,SOCIAL MEDIA,Campaign_Summer_Boost,6325,2024-10-16,84466,16303
CNT-10332,NEWSLETTER,Campaign_Spring_Sale,3671,2023-08-10,49915,11127
CNT-10333,NEWSLETTER,Campaign_Spring_Sale,2358,2023-02-12,35922,8243
CNT-10334,VIDEO,Campaign_Spring_Sale,6394,2023-06-19,114445,20609
CNT-10335,VIDEO,Campaign_Summer_Boost,5481,2024-12-14,65779,15368
CNT-10336,NEWSLETTER,Campaign_Q4_Holiday,6568,2024-01-05,104985,20261
CNT-10337,BLOG,Campaign_Q4_Holiday,3091,2023-07-05,80175,14967
CNT-10338,VIDEO,Campaign_Spring_Sale,1753,2024-11-12,32168,6863
CNT-10339,BLOG,Campaign_Q1_Launch,12473,2024-04-23,139861,30400
CNT-10340,NEWSLETTER,Campaign_Spring_Sale,3597,2023-07-17,42643,10189
CNT-10341,BLOG,Campaign_Q1_Launch,4341,2023-06-13,96616,20389
CNT-10342,NEWSLETTER,Campaign_Summer_Boost,1411,2023-01-19,22025,4658
CNT-10343,VIDEO,Campaign_Q1_Launch,5426,2024-11-01,138750,26229
CNT-10344,NEWSLETTER,Campaign_Q1_Launch,3054,2024-08-21,56057,13264
CNT-10345,BLOG,Campaign_Summer_Boost,5435,2024-12-17,62182,12107
CNT-10346,BLOG,Campaign_Q4_Holiday,1181,2023-12-02,24909,4680
CNT-10347,NEWSLETTER,Campaign_Summer_Boost,2918,2024-09-27,45143,9372
CNT-10348,VIDEO,Campaign_Spring_Sale,4569,2024-07-18,58869,11290
CNT-10349,VIDEO,Campaign_Q4_Holiday,996,2023-03-10,15793,3682
CNT-10350,NEWSLETTER,Campaign_Summer_Boost,1371,2023-10-14,18089,3439
CNT-10351,VIDEO,Campaign_Spring_Sale,1278,2024-07-13,21296,3893
CNT-10352,NEWSLETTER,Campaign_Q4_Holiday,8892,2023-11-29,106632,22493
CNT-10353,BLOG,Campaign_Summer_Boost,1204,2023-04-10,16280,3504
CNT-10354,BLOG,Campaign_Summer_Boost,2117,2024-03-24,26296,5201
CNT-10355,SOCIAL MEDIA,Campaign_Spring_Sale,6560,2024-02-07,117452,24046
CNT-10356,SOCIAL MEDIA,Campaign_Q4_Holiday,5684,2023-04-17,61656,12954
CNT-10357,VIDEO,Campaign_Summer_Boost,3647,2023-08-20,50214,9157
CNT-10358,BLOG,Campaign_Summer_Boost,2224,2024-02-15,27054,5976
CNT-10359,SOCIAL MEDIA,Campaign_Q1_Launch,8800,2023-07-18,142662,33183
CNT-10360,BLOG,Campaign_Spring_Sale,6651,2024-01-22,90113,16796
CNT-10361,NEWSLETTER,Campaign_Summer_Boost,2080,2024-07-27,23785,4911
CNT-10362,NEWSLETTER,Campaign_Summer_Boost,7159,2023-03-30,97487,20159
CNT-10363,VIDEO,Campaign_Q4_Holiday,6388,2024-03-15,129492,26864
CNT-10364,BLOG,Campaign_Q1_Launch,7883,2024-08-15,147121,30432
CNT-10365,NEWSLETTER,Campaign_Summer_Boost,3170,2023-06-13,71787,14879
CNT-10366,BLOG,Campaign_Spring_Sale,2397,2024-11-23,43708,8998
CNT-10367,SOCIAL MEDIA,Campaign_Summer_Boost,5903,2023-01-15,79709,19065
CNT-10368,BLOG,Campaign_Q4_Holiday,995,2024-08-26,15719,3105
CNT-10369,SOCIAL MEDIA,Campaign_Q4_Holiday,6344,2024-04-02,105324,19389
CNT-10370,BLOG,Campaign_Q4_Holiday,6278,2024-08-26,61775,14773
CNT-10371,SOCIAL MEDIA,Campaign_Q1_Launch,7006,2023-06-12,72822,16027
CNT-10372,NEWSLETTER,Campaign_Spring_Sale,5444,2024-01-08,104729,23729
CNT-10373,NEWSLETTER,Campaign_Q4_Holiday,3619,2023-09-13,63389,15171
CNT-10374,VIDEO,Campaign_Q1_Launch,7078,2024-08-12,104499,21680
CNT-10375,BLOG,Campaign_Q1_Launch,8130,2023-07-05,111314,21600
CNT-10376,BLOG,Campaign_Q4_Holiday,7176,2023-01-01,114787,20797
CNT-10377,BLOG,Campaign_Q4_Holiday,5086,2024-12-15,70799,14473
CNT-10378,SOCIAL MEDIA,Campaign_Q1_Launch,4253,2023-09-09,68001,15919
CNT-10379,NEWSLETTER,Campaign_Summer_Boost,3980,2024-03-20,64557,12104
CNT-10380,BLOG,Campaign_Q4_Holiday,6189,2024-05-25,130655,29917
CNT-10381,VIDEO,Campaign_Q4_Holiday,1290,2024-01-22,26528,4814
CNT-10382,VIDEO,Campaign_Summer_Boost,4719,2023-02-22,77813,15161
CNT-10383,BLOG,Campaign_Q1_Launch,14482,2023-10-18,142978,34244
CNT-10384,SOCIAL MEDIA,Campaign_Q4_Holiday,9166,2024-01-26,129735,23994
CNT-10385,SOCIAL MEDIA,Campaign_Q4_Holiday,5441,2024-01-02,129468,24752
CNT-10386,NEWSLETTER,Campaign_Q4_Holiday,8309,2023-09-19,93918,21596
CNT-10387,BLOG,Campaign_Q4_Holiday,5666,2024-07-06,127481,23879
CNT-10388,NEWSLETTER,Campaign_Summer_Boost,2062,2024-01-06,32581,6400
CNT-10389,SOCIAL MEDIA,Campaign_Q1_Launch,5774,2024-05-30,80717,15056
CNT-10390,NEWSLETTER,Campaign_Spring_Sale,6345,2024-08-08,124645,23985
CNT-10391,SOCIAL MEDIA,Campaign_Q1_Launch,4074,2024-08-13,57213,10766
CNT-10392,SOCIAL MEDIA,Campaign_Q1_Launch,4285,2024-04-17,97324,20807
CNT-10393,VIDEO,Campaign_Spring_Sale,2274,2023-10-07,51336,11278
CNT-10394,BLOG,Campaign_Summer_Boost,10334,2023-03-14,125076,25916
CNT-10395,BLOG,Campaign_Summer_Boost,3113,2024-12-13,43957,9848
CNT-10396,NEWSLETTER,Campaign_Q4_Holiday,1014,2024-08-26,16852,3333
CNT-10397,SOCIAL MEDIA,Campaign_Q1_Launch,3376,2023-11-14,40881,8344
CNT-10398,BLOG,Campaign_Q4_Holiday,9976,2024-11-14,120033,25146
CNT-10399,NEWSLETTER,Campaign_Q4_Holiday,9797,2024-01-30,112633,25791
CNT-10400,NEWSLETTER,Campaign_Summer_Boost,7115,2023-12-28,141001,33608
CNT-10401,SOCIAL MEDIA,Campaign_Q1_Launch,13905,2024-10-18,146107,32183
CNT-10402,SOCIAL MEDIA,Campaign_Q4_Holiday,5400,2023-07-09,96487,19275
CNT-10403,VIDEO,Campaign_Q4_Holiday,6960,2024-07-04,110356,20274
CNT-10404,NEWSLETTER,Campaign_Spring_Sale,7226,2024-01-05,146407,30636
CNT-10405,BLOG,Campaign_Summer_Boost,3049,2024-12-04,52157,9909
CNT-10406,BLOG,Campaign_Q1_Launch,6995,2024-07-03,123568,28843
CNT-10407,NEWSLETTER,Campaign_Spring_Sale,7828,2023-03-05,128192,29113
CNT-10408,NEWSLETTER,Campaign_Q4_Holiday,4250,2024-03-18,51619,10236
CNT-10409,SOCIAL MEDIA,Campaign_Q1_Launch,6278,2023-09-21,79422,15069
CNT-10410,SOCIAL MEDIA,Campaign_Q1_Launch,4565,2024-08-03,65850,12204
CNT-10411,SOCIAL MEDIA,Campaign_Spring_Sale,1072,2023-04-25,20195,4721
CNT-10412,BLOG,Campaign_Q1_Launch,7857,2023-11-28,119984,24143
CNT-10413,BLOG,Campaign_Q4_Holiday,7479,2023-12-31,98829,19992
CNT-10414,SOCIAL MEDIA,Campaign_Q4_Holiday,2286,2024-02-26,42352,8496
CNT-10415,NEWSLETTER,Campaign_Summer_Boost,9616,2023-08-05,105817,21934
CNT-10416,BLOG,Campaign_Q1_Launch,13338,2023-07-24,133768,31764
CNT-10417,NEWSLETTER,Campaign_Q1_Launch,6915,2024-03-10,78317,15639
CNT-10418,NEWSLETTER,Campaign_Spring_Sale,5237,2024-08-11,68302,15605
CNT-10419,BLOG,Campaign_Q4_Holiday,5392,2023-05-25,80624,14842
CNT-10420,BLOG,Campaign_Q4_Holiday,2096,2024-08-20,27035,5989
CNT-10421,VIDEO,Campaign_Q4_Holiday,2924,2024-09-09,48792,9554
CNT-10422,BLOG,Campaign_Q4_Holiday,6741,2023-07-20,125337,27852
CNT-10423,NEWSLETTER,Campaign_Summer_Boost,4358,2023-04-30,51015,10503
CNT-10424,NEWSLETTER,Campaign_Q4_Holiday,4578,2024-09-12,65132,13420
CNT-10425,VIDEO,Campaign_Q1_Launch,1345,2024-05-21,16028,3011
CNT-10426,VIDEO,Campaign_Q1_Launch,8646,2023-05-11,97000,22442
CNT-10427,VIDEO,Campaign_Spring_Sale,10894,2023-05-08,134064,25409
CNT-10428,BLOG,Campaign_Q1_Launch,2395,2024-01-27,25869,5640
CNT-10429,SOCIAL MEDIA,Campaign_Summer_Boost,4330,2023-02-06,85952,17622
CNT-10430,VIDEO,Campaign_Q4_Holiday,5394,2023-08-30,103232,21214
CNT-10431,SOCIAL MEDIA,Campaign_Summer_Boost,1411,2023-05-15,24560,5189
CNT-10432,NEWSLETTER,Campaign_Spring_Sale,6485,2023-10-11,99681,19381
CNT-10433,VIDEO,Campaign_Spring_Sale,1769,2024-09-01,29065,6353
CNT-10434,BLOG,Campaign_Q1_Launch,4363,2023-10-17,86736,20264
CNT-10435,BLOG,Campaign_Spring_Sale,5228,2023-01-15,105839,19363
CNT-10436,SOCIAL MEDIA,Campaign_Spring_Sale,5520,2024-10-17,63259,13343
CNT-10437,NEWSLETTER,Campaign_Q1_Launch,2032,2023-07-27,51625,10113
CNT-10438,VIDEO,Campaign_Q1_Launch,846,2024-07-24,18152,3777
CNT-10439,SOCIAL MEDIA,Campaign_Spring_Sale,5849,2023-05-13,101126,22465
CNT-10440,NEWSLETTER,Campaign_Q4_Holiday,4401,2023-09-21,72832,15248
CNT-10441,NEWSLETTER,Campaign_Q4_Holiday,2052,2024-05-02,32005,6601
CNT-10442,SOCIAL MEDIA,Campaign_Summer_Boost,8488,2023-10-23,99014,19664
CNT-10443,NEWSLETTER,Campaign_Q1_Launch,4393,2023-04-19,62113,14568
CNT-10444,BLOG,Campaign_Spring_Sale,5643,2023-05-11,71926,16393
CNT-10445,BLOG,Campaign_Spring_Sale,12372,2023-03-12,136286,30319
CNT-10446,BLOG,Campaign_Q1_Launch,2067,2023-08-16,40748,7842
CNT-10447,SOCIAL MEDIA,Campaign_Q1_Launch,8699,2024-07-06,129468,24528
CNT-10448,BLOG,Campaign_Spring_Sale,6588,2023-08-09,90503,20701
CNT-10449,VIDEO,Campaign_Spring_Sale,2190,2024-12-06,26377,5097
CNT-10450,VIDEO,Campaign_Spring_Sale,6842,2024-12-14,130763,26256
CNT-10451,BLOG,Campaign_Summer_Boost,6645,2023-10-22,136099,29952
CNT-10452,SOCIAL MEDIA,Campaign_Q1_Launch,2909,2023-07-01,38480,7899
CNT-10453,VIDEO,Campaign_Q4_Holiday,4576,2023-10-10,100249,21641
CNT-10454,BLOG,Campaign_Spring_Sale,5856,2023-10-01,118251,23067
CNT-10455,BLOG,Campaign_Summer_Boost,6228,2024-07-30,70119,16086
CNT-10456,NEWSLETTER,Campaign_Q1_Launch,5718,2024-12-25,81291,15351
CNT-10457,VIDEO,Campaign_Q1_Launch,7170,2024-03-28,136474,29717
CNT-10458,NEWSLETTER,Campaign_Spring_Sale,6114,2024-10-04,98660,18689
CNT-10459,NEWSLETTER,Campaign_Summer_Boost,9238,2023-08-12,141459,26365
CNT-10460,SOCIAL MEDIA,Campaign_Summer_Boost,2775,2023-02-14,72159,13159
CNT-10461,VIDEO,Campaign_Q4_Holiday,3614,2024-06-10,70497,15371
CNT-10462,NEWSLETTER,Campaign_Q4_Holiday,8328,2024-01-14,131901,30743
CNT-10463,NEWSLETTER,Campaign_Q1_Launch,9740,2024-04-18,140680,26721
CNT-10464,VIDEO,Campaign_Spring_Sale,5447,2023-08-10,90836,17845
CNT-10465,SOCIAL MEDIA,Campaign_Spring_Sale,5965,2024-11-17,90246,20684
CNT-10466,NEWSLETTER,Campaign_Summer_Boost,2482,2023-07-25,32054,6412
CNT-10467,BLOG,Campaign_Q1_Launch,6836,2023-03-11,137038,27237
CNT-10468,BLOG,Campaign_Q1_Launch,10966,2024-01-03,145992,29746
CNT-10469,BLOG,Campaign_Q4_Holiday,4654,2024-10-17,100775,22910
CNT-10470,SOCIAL MEDIA,Campaign_Spring_Sale,7087,2024-08-06,132362,29733
CNT-10471,NEWSLETTER,Campaign_Summer_Boost,3983,2024-07-31,82184,17936
CNT-10472,SOCIAL MEDIA,Campaign_Spring_Sale,3709,2023-12-13,48523,9683
CNT-10473,BLOG,Campaign_Q4_Holiday,6409,2024-10-18,111538,25692
CNT-10474,SOCIAL MEDIA,Campaign_Spring_Sale,6116,2023-03-13,142054,28949
CNT-10475,BLOG,Campaign_Spring_Sale,5428,2024-09-25,127628,25323
CNT-10476,NEWSLETTER,Campaign_Q1_Launch,2194,2023-07-03,35310,6823
CNT-10477,SOCIAL MEDIA,Campaign_Q1_Launch,1044,2024-10-15,19231,4176
CNT-10478,SOCIAL MEDIA,Campaign_Summer_Boost,3389,2024-10-15,64857,14032
CNT-10479,BLOG,Campaign_Q1_Launch,3104,2023-11-09,37793,8427
CNT-10480,NEWSLETTER,Campaign_Spring_Sale,6063,2024-11-24,83236,15110
CNT-10481,BLOG,Campaign_Spring_Sale,2182,2023-08-06,29269,6886
CNT-10482,BLOG,Campaign_Q4_Holiday,8906,2023-02-21,120611,25023
CNT-10483,NEWSLETTER,Campaign_Spring_Sale,5882,2024-02-06,96449,19116
CNT-10484,NEWSLETTER,Campaign_Summer_Boost,5591,2023-01-05,73190,15068
CNT-10485,BLOG,Campaign_Spring_Sale,10776,2023-12-31,122079,25677
CNT-10486,VIDEO,Campaign_Summer_Boost,6267,2024-10-10,102920,22102
CNT-10487,NEWSLETTER,Campaign_Spring_Sale,9372,2024-08-02,139970,31852
CNT-10488,SOCIAL MEDIA,Campaign_Spring_Sale,4014,2023-06-12,52421,10465
CNT-10489,NEWSLETTER,Campaign_Spring_Sale,8885,2024-07-07,94736,21132
CNT-10490,SOCIAL MEDIA,Campaign_Q4_Holiday,1758,2023-07-01,29379,6570
CNT-10491,SOCIAL MEDIA,Campaign_Spring_Sale,7441,2024-03-16,81405,17769
CNT-10492,NEWSLETTER,Campaign_Q4_Holiday,1752,2023-11-02,42618,7788
CNT-10493,NEWSLETTER,Campaign_Q1_Launch,2755,2024-02-10,27634,6599
CNT-10494,SOCIAL MEDIA,Campaign_Q4_Holiday,11593,2023-06-23,138437,32748
CNT-10495,BLOG,Campaign_Summer_Boost,7415,2024-11-27,81799,19089
CNT-10496,BLOG,Campaign_Q1_Launch,7754,2023-03-30,126999,27596
CNT-10497,SOCIAL MEDIA,Campaign_Summer_Boost,5387,2024-07-07,86584,15829
CNT-10498,SOCIAL MEDIA,Campaign_Spring_Sale,2973,2023-05-05,41606,8848
CNT-10499,NEWSLETTER,Campaign_Spring_Sale,6143,2023-05-19,85216,17736
CNT-10500,SOCIAL MEDIA,Campaign_Q4_Holiday,12372,2024-10-08,144455,31223
CNT-10501,VIDEO,Campaign_Q1_Launch,4273,2023-03-20,56353,10684
CNT-10502,NEWSLETTER,Campaign_Spring_Sale,2458,2023-02-01,40113,8426
CNT-10503,VIDEO,Campaign_Spring_Sale,4876,2023-08-10,78035,16761
CNT-10504,VIDEO,Campaign_Spring_Sale,5368,2024-12-03,78534,17970
CNT-10505,SOCIAL MEDIA,Campaign_Q1_Launch,7191,2023-07-01,91307,20642
CNT-10506,VIDEO,Campaign_Spring_Sale,6781,2024-07-16,142148,25974
CNT-10507,NEWSLETTER,Campaign_Q4_Holiday,2662,2024-09-29,64098,11672
CNT-10508,BLOG,Campaign_Q1_Launch,5789,2024-05-12,79195,14719
CNT-10509,BLOG,Campaign_Q4_Holiday,676,2023-04-18,18602,3357
CNT-10510,VIDEO,Campaign_Q4_Holiday,10832,2023-08-06,113623,26375
CNT-10511,SOCIAL MEDIA,Campaign_Summer_Boost,5371,2023-08-12,95978,20325
CNT-10512,NEWSLETTER,Campaign_Q1_Launch,7360,2024-05-19,112705,26461
CNT-10513,BLOG,Campaign_Q4_Holiday,3751,2023-03-01,45217,8447
CNT-10514,NEWSLETTER,Campaign_Q1_Launch,3479,2023-07-10,49963,10440
CNT-10515,VIDEO,Campaign_Summer_Boost,1372,2024-06-16,28953,5292
CNT-10516,VIDEO,Campaign_Spring_Sale,6638,2023-04-27,89195,19411
CNT-10517,SOCIAL MEDIA,Campaign_Spring_Sale,4037,2023-01-13,58969,11015
CNT-10518,VIDEO,Campaign_Summer_Boost,5089,2024-07-13,71280,13591
CNT-10519,SOCIAL MEDIA,Campaign_Spring_Sale,6387,2023-06-14,106829,20427
CNT-10520,BLOG,Campaign_Spring_Sale,1358,2023-04-25,26254,6118
CNT-10521,VIDEO,Campaign_Q4_Holiday,11214,2023-06-19,137505,29404
CNT-10522,SOCIAL MEDIA,Campaign_Spring_Sale,5036,2023-03-27,116260,24373
CNT-10523,NEWSLETTER,Campaign_Q4_Holiday,11036,2024-04-24,147523,27535
CNT-10524,NEWSLETTER,Campaign_Spring_Sale,719,2023-07-13,16850,3214
CNT-10525,NEWSLETTER,Campaign_Summer_Boost,3160,2023-01-17,59377,12228
CNT-10526,SOCIAL MEDIA,Campaign_Spring_Sale,1530,2024-05-09,25694,5572
CNT-10527,BLOG,Campaign_Spring_Sale,1528,2024-01-05,21070,4150
CNT-10528,SOCIAL MEDIA,Campaign_Q1_Launch,4325,2023-12-17,88665,20105
CNT-10529,VIDEO,Campaign_Q4_Holiday,4546,2023-09-23,99502,22658
CNT-10530,BLOG,Campaign_Spring_Sale,6028,2023-03-05,91339,18703
CNT-10531,SOCIAL MEDIA,Campaign_Q4_Holiday,8984,2024-05-18,147175,28703
CNT-10532,VIDEO,Campaign_Q1_Launch,6482,2024-02-07,74564,17878
CNT-10533,BLOG,Campaign_Summer_Boost,1678,2023-11-26,25574,5124
CNT-10534,BLOG,Campaign_Q1_Launch,1873,2023-06-21,37075,7780
CNT-10535,NEWSLETTER,Campaign_Q4_Holiday,4340,2023-07-11,78537,18518
CNT-10536,VIDEO,Campaign_Q1_Launch,4194,2023-04-03,76933,14450
CNT-10537,SOCIAL MEDIA,Campaign_Q1_Launch,3935,2023-07-20,65666,12827
CNT-10538,NEWSLETTER,Campaign_Q1_Launch,2778,2024-01-08,34135,7958
CNT-10539,VIDEO,Campaign_Spring_Sale,4800,2023-03-09,94390,17224
CNT-10540,NEWSLETTER,Campaign_Summer_Boost,12077,2024-04-16,139418,31803
CNT-10541,VIDEO,Campaign_Q4_Holiday,7959,2024-03-26,86176,18307
CNT-10542,NEWSLETTER,Campaign_Q4_Holiday,3206,2023-09-18,66181,14417
CNT-10543,VIDEO,Campaign_Q4_Holiday,1177,2024-12-02,21616,4290
CNT-10544,VIDEO,Campaign_Spring_Sale,4283,2023-04-13,46580,9998
CNT-10545,BLOG,Campaign_Summer_Boost,9549,2024-04-20,121659,25547
CNT-10546,NEWSLETTER,Campaign_Q4_Holiday,2060,2023-10-02,33671,7241
CNT-10547,NEWSLETTER,Campaign_Q1_Launch,2879,2023-04-07,40279,8419
CNT-10548,NEWSLETTER,Campaign_Q4_Holiday,8249,2024-05-09,95327,19052
CNT-10549,NEWSLETTER,Campaign_Q1_Launch,4166,2024-07-22,48799,11373
CNT-10550,VIDEO,Campaign_Summer_Boost,7003,2024-05-31,106752,25346
CNT-10551,SOCIAL MEDIA,Campaign_Q4_Holiday,8356,2023-07-14,135703,29776
CNT-10552,SOCIAL MEDIA,Campaign_Q1_Launch,8477,2023-07-06,107618,23478
CNT-10553,BLOG,Campaign_Q4_Holiday,5040,2023-06-28,76792,15484
CNT-10554,NEWSLETTER,Campaign_Spring_Sale,4768,2024-12-18,64853,12509
CNT-10555,NEWSLETTER,Campaign_Q1_Launch,3386,2024-09-19,57836,12839
CNT-10556,SOCIAL MEDIA,Campaign_Q4_Holiday,8498,2024-06-25,126067,24170
CNT-10557,BLOG,Campaign_Q4_Holiday,5089,2024-11-24,90020,19086
CNT-10558,NEWSLETTER,Campaign_Spring_Sale,5894,2024-11-24,75953,15125
CNT-10559,BLOG,Campaign_Spring_Sale,5692,2024-07-20,77848,16828
CNT-10560,NEWSLETTER,Campaign_Q4_Holiday,10197,2024-04-29,121236,23030
CNT-10561,SOCIAL MEDIA,Campaign_Summer_Boost,7061,2023-01-04,74178,17048
CNT-10562,NEWSLETTER,Campaign_Spring_Sale,2086,2023-07-19,29816,6891
CNT-10563,SOCIAL MEDIA,Campaign_Summer_Boost,2125,2023-05-17,30492,5702
CNT-10564,VIDEO,Campaign_Summer_Boost,6976,2024-12-06,119427,26439
CNT-10565,BLOG,Campaign_Spring_Sale,5800,2024-06-24,123947,23885
CNT-10566,NEWSLETTER,Campaign_Spring_Sale,4340,2023-10-18,71924,13787
CNT-10567,BLOG,Campaign_Summer_Boost,8443,2024-10-30,110369,22270
CNT-10568,BLOG,Campaign_Spring_Sale,8660,2023-03-28,86013,19978
CNT-10569,VIDEO,Campaign_Q1_Launch,11633,2023-09-29,137470,27545
CNT-10570,BLOG,Campaign_Summer_Boost,7409,2023-03-24,140318,30658
CNT-10571,BLOG,Campaign_Spring_Sale,6200,2024-01-11,93710,18996
CNT-10572,VIDEO,Campaign_Spring_Sale,3536,2023-10-07,44161,8274
CNT-10573,NEWSLETTER,Campaign_Spring_Sale,4838,2024-08-23,80975,17785
CNT-10574,NEWSLETTER,Campaign_Spring_Sale,4217,2023-08-08,81371,16799
CNT-10575,NEWSLETTER,Campaign_Summer_Boost,3834,2023-03-04,45999,9273
CNT-10576,NEWSLETTER,Campaign_Summer_Boost,4030,2024-10-28,46255,9050
CNT-10577,VIDEO,Campaign_Spring_Sale,6278,2024-12-04,87865,18346
CNT-10578,SOCIAL MEDIA,Campaign_Q1_Launch,9959,2024-07-25,104025,24702
CNT-10579,SOCIAL MEDIA,Campaign_Summer_Boost,10085,2023-01-27,100008,22442
CNT-10580,VIDEO,Campaign_Spring_Sale,4538,2023-09-02,80796,16504
CNT-10581,NEWSLETTER,Campaign_Q4_Holiday,4525,2024-10-12,59037,11719
CNT-10582,VIDEO,Campaign_Summer_Boost,6840,2024-08-27,123989,22416
CNT-10583,NEWSLETTER,Campaign_Q1_Launch,1850,2024-10-03,21942,4446
CNT-10584,NEWSLETTER,Campaign_Spring_Sale,10892,2023-05-31,131883,30964
CNT-10585,VIDEO,Campaign_Q4_Holiday,1014,2023-03-21,24692,5016
CNT-10586,BLOG,Campaign_Q4_Holiday,1499,2023-04-21,36895,7415
CNT-10587,SOCIAL MEDIA,Campaign_Summer_Boost,1313,2023-03-25,15583,2934
CNT-10588,NEWSLETTER,Campaign_Q1_Launch,1412,2023-07-11,15431,3619
CNT-10589,NEWSLETTER,Campaign_Spring_Sale,12414,2024-06-07,123953,28180
CNT-10590,SOCIAL MEDIA,Campaign_Spring_Sale,2257,2024-02-05,44575,10498
CNT-10591,VIDEO,Campaign_Summer_Boost,3643,2024-04-18,92426,17418
CNT-10592,NEWSLETTER,Campaign_Q4_Holiday,7458,2023-02-03,133661,28110
CNT-10593,VIDEO,Campaign_Q1_Launch,6817,2023-05-20,89951,16648
CNT-10594,BLOG,Campaign_Q4_Holiday,1040,2024-05-15,18628,4070
CNT-10595,SOCIAL MEDIA,Campaign_Spring_Sale,10312,2024-08-15,125923,23177
CNT-10596,BLOG,Campaign_Spring_Sale,8414,2024-09-06,99425,22310
CNT-10597,BLOG,Campaign_Q4_Holiday,8207,2023-08-07,99847,21924
CNT-10598,NEWSLETTER,Campaign_Spring_Sale,3806,2024-05-04,75194,13664
CNT-10599,NEWSLETTER,Campaign_Spring_Sale,4939,2023-11-16,117223,24219
CNT-10600,VIDEO,Campaign_Q1_Launch,8446,2024-11-19,111723,24042
CNT-10601,VIDEO,Campaign_Summer_Boost,1479,2023-08-24,16164,3658
CNT-10602,VIDEO,Campaign_Spring_Sale,7674,2023-01-27,104391,24885
CNT-10603,SOCIAL MEDIA,Campaign_Summer_Boost,11722,2024-03-11,122430,26584
CNT-10604,VIDEO,Campaign_Q4_Holiday,5237,2024-02-07,70437,14188
CNT-10605,VIDEO,Campaign_Q4_Holiday,9270,2023-03-31,100630,23216
CNT-10606,VIDEO,Campaign_Q1_Launch,8582,2024-11-10,146179,28864
CNT-10607,SOCIAL MEDIA,Campaign_Q4_Holiday,6030,2023-04-17,96474,22218
CNT-10608,VIDEO,Campaign_Spring_Sale,4812,2024-05-28,87724,17607
CNT-10609,BLOG,Campaign_Spring_Sale,5277,2023-06-11,99318,20292
CNT-10610,BLOG,Campaign_Spring_Sale,12245,2024-08-27,138372,31323
CNT-10611,BLOG,Campaign_Q1_Launch,8989,2024-11-29,132247,29539
CNT-10612,BLOG,Campaign_Summer_Boost,10163,2023-09-16,135257,31618
CNT-10613,BLOG,Campaign_Spring_Sale,4548,2023-12-05,101575,18746
CNT-10614,BLOG,Campaign_Q4_Holiday,12645,2023-02-22,135052,30736
CNT-10615,VIDEO,Campaign_Q4_Holiday,9358,2024-05-06,100097,22659
CNT-10616,SOCIAL MEDIA,Campaign_Summer_Boost,6109,2024-10-01,127225,25402
CNT-10617,NEWSLETTER,Campaign_Q4_Holiday,6249,2024-07-31,81793,18053
CNT-10618,VIDEO,Campaign_Spring_Sale,2583,2023-12-14,30786,7056
CNT-10619,BLOG,Campaign_Q1_Launch,7943,2023-04-02,129729,23358
CNT-10620,BLOG,Campaign_Q1_Launch,2918,2023-11-24,48791,9610
CNT-10621,NEWSLETTER,Campaign_Summer_Boost,5646,2023-03-12,73032,16814
CNT-10622,SOCIAL MEDIA,Campaign_Q4_Holiday,7141,2024-09-21,113334,25197
CNT-10623,BLOG,Campaign_Q4_Holiday,2529,2023-06-21,33434,6644
CNT-10624,VIDEO,Campaign_Summer_Boost,1516,2024-02-12,30610,6448
CNT-10625,SOCIAL MEDIA,Campaign_Spring_Sale,4292,2024-06-23,84064,19596
CNT-10626,NEWSLETTER,Campaign_Q4_Holiday,4409,2024-10-28,64507,13348
CNT-10627,NEWSLETTER,Campaign_Summer_Boost,5274,2023-02-12,64438,14146
CNT-10628,BLOG,Campaign_Q1_Launch,2705,2024-01-29,32290,6744
CNT-10629,VIDEO,Campaign_Spring_Sale,6255,2024-11-24,68040,16270
CNT-10630,SOCIAL MEDIA,Campaign_Q1_Launch,9202,2023-03-30,147278,33713
