JourneyID,CustomerID,ProductID,VisitDate,Stage,Action,Duration
1233,70,16,24-05-2024,CLICK,CLICKED,16.04
1234,98,1,11-03-2024,CLICK,CLICKED,89.57
1235,271,20,13-02-2023,CLICK,CLICKED,28.11
1236,188,5,10-06-2024,IMPRESSIONS,VIEWED,24.82
1237,88,12,26-04-2023,IMPRESSIONS,VIEWED,16.6
1238,248,10,29-09-2023,IMPRESSIONS,VIEWED,41.92
1239,264,2,19-04-2024,CHECKOUT,ABANDONED,
1240,30,12,07-01-2023,CLICK,CLICKED,41.54
1241,3,12,10-07-2023,IMPRESSIONS,VIEWED,22.23
1242,102,3,25-06-2024,CLICK,CLICKED,24.29
1243,250,1,09-06-2023,CART,ADDED TO CART,57.13
1244,203,12,03-11-2023,IMPRESSIONS,VIEWED,9.35
1245,225,15,15-06-2023,IMPRESSIONS,VIEWED,19.37
1246,102,4,14-07-2023,IMPRESSIONS,VIEWED,21.84
1247,170,2,14-06-2023,CLICK,CLICKED,23.91
1248,251,18,22-05-2024,CART,ADDED TO CART,68.99
1249,205,17,03-02-2024,IMPRESSIONS,VIEWED,10.04
1250,177,17,14-01-2023,CART,ADDED TO CART,36.24
1251,176,14,03-09-2024,CART,ADDED TO CART,87.62
1252,145,16,26-03-2023,CART,ADDED TO CART,104.11
1253,262,6,13-09-2023,IMPRESSIONS,VIEWED,44.77
1254,127,14,23-07-2023,CLICK,CLICKED,29.15
1255,77,8,04-05-2023,IMPRESSIONS,VIEWED,44.62
1256,75,14,19-01-2023,CLICK,CLICKED,43.53
1257,269,10,17-12-2024,CLICK,CLICKED,40.21
1258,246,2,06-06-2024,IMPRESSIONS,VIEWED,9.4
1259,187,9,26-12-2023,CLICK,CLICKED,82.13
1260,94,2,01-01-2023,IMPRESSIONS,VIEWED,16.41
1261,144,20,14-04-2023,IMPRESSIONS,VIEWED,19.54
1262,156,4,10-04-2023,CLICK,CLICKED,42.04
1263,186,19,25-06-2024,CLICK,CLICKED,30.75
1264,197,3,19-04-2023,IMPRESSIONS,VIEWED,28.46
1265,98,7,22-12-2024,IMPRESSIONS,VIEWED,42.67
1266,176,10,30-04-2024,CHECKOUT,PURCHASED,181.06
1267,79,2,11-05-2023,IMPRESSIONS,VIEWED,40.8
1268,230,4,22-03-2024,IMPRESSIONS,VIEWED,11.68
1269,141,5,24-10-2023,IMPRESSIONS,VIEWED,34.63
1270,204,16,02-12-2024,CLICK,CLICKED,47.83
1271,261,13,29-07-2024,CART,ADDED TO CART,102.87
1272,106,6,04-01-2023,IMPRESSIONS,VIEWED,40.17
1273,263,15,30-05-2024,CLICK,CLICKED,78.94
1274,152,9,19-07-2024,IMPRESSIONS,VIEWED,26.34
1275,150,2,16-10-2024,IMPRESSIONS,VIEWED,15.82
1276,27,8,04-08-2023,CLICK,CLICKED,62.45
1277,189,11,27-03-2023,DROP-OFF,ABANDONED,
1278,136,5,23-02-2024,CHECKOUT,ABANDONED,
1279,167,2,02-10-2024,CART,ADDED TO CART,56.31
1280,144,6,20-09-2023,CHECKOUT,PURCHASED,229.26
1281,196,9,03-10-2024,CLICK,CLICKED,31.55
1282,138,7,18-08-2024,CLICK,CLICKED,48.45
1283,223,12,01-06-2023,CHECKOUT,ABANDONED,
1284,254,6,15-04-2024,IMPRESSIONS,VIEWED,27.79
1285,93,10,22-01-2023,IMPRESSIONS,VIEWED,32.49
1286,97,3,27-05-2023,IMPRESSIONS,VIEWED,41.37
1287,207,4,23-06-2024,IMPRESSIONS,VIEWED,20.12
1288,11,4,14-01-2023,CART,ADDED TO CART,45.86
1289,43,9,27-05-2023,DROP-OFF,ABANDONED,
1290,7,1,19-04-2023,CLICK,CLICKED,30.17
1291,246,19,30-03-2024,CART,ADDED TO CART,69.81
1292,80,8,27-02-2023,CLICK,CLICKED,16.59
1293,23,4,11-07-2024,IMPRESSIONS,VIEWED,5.05
1294,115,1,21-08-2023,IMPRESSIONS,VIEWED,31.21
1295,116,13,04-12-2024,CHECKOUT,ABANDONED,
1296,252,6,23-04-2023,IMPRESSIONS,VIEWED,8.05
1297,171,4,05-01-2024,CHECKOUT,ABANDONED,
1298,23,20,04-06-2023,IMPRESSIONS,VIEWED,32.18
1299,77,10,01-10-2024,CART,ADDED TO CART,135.05
1300,139,16,08-11-2024,IMPRESSIONS,VIEWED,36.55
1301,77,5,24-11-2023,IMPRESSIONS,VIEWED,37.59
1302,58,19,13-03-2024,CHECKOUT,PURCHASED,81.89
1303,166,5,06-07-2023,CART,ADDED TO CART,68.32
1304,218,16,11-12-2024,CHECKOUT,PURCHASED,80.25
1305,126,13,04-03-2024,CLICK,CLICKED,43.85
1306,298,14,23-06-2024,CLICK,CLICKED,32.64
1307,2,7,18-01-2023,IMPRESSIONS,VIEWED,41.84
1308,31,12,05-01-2024,CART,ADDED TO CART,65.36
1309,74,18,07-03-2024,IMPRESSIONS,VIEWED,34.88
1310,61,5,22-01-2024,CART,ADDED TO CART,74.6
1311,55,19,17-03-2023,CLICK,CLICKED,26.02
1312,73,3,08-09-2023,IMPRESSIONS,VIEWED,35.62
1313,241,5,24-06-2024,CLICK,CLICKED,45.86
1314,173,15,22-10-2024,CLICK,CLICKED,26.69
1315,17,20,27-06-2023,CLICK,CLICKED,77.45
1316,233,18,29-12-2024,CART,ADDED TO CART,115.12
1317,217,6,06-10-2023,CHECKOUT,PURCHASED,294.37
1318,65,7,15-02-2024,CLICK,CLICKED,28.78
1319,287,20,21-03-2023,CART,ADDED TO CART,87.29
1320,208,13,18-06-2023,IMPRESSIONS,VIEWED,12.79
1321,56,4,21-03-2023,IMPRESSIONS,VIEWED,14.58
1322,84,18,20-04-2023,IMPRESSIONS,VIEWED,12.51
1323,104,2,04-09-2023,IMPRESSIONS,VIEWED,6.83
1324,162,3,13-11-2023,IMPRESSIONS,VIEWED,43.35
1325,257,7,19-11-2023,CART,ADDED TO CART,146.86
1326,50,11,22-02-2024,DROP-OFF,ABANDONED,
1327,52,17,03-06-2023,IMPRESSIONS,VIEWED,28.45
1328,20,10,15-06-2023,IMPRESSIONS,VIEWED,40.41
1329,48,8,09-08-2023,CART,ADDED TO CART,122.26
1330,83,17,12-06-2024,CHECKOUT,PURCHASED,159.11
1331,68,11,25-10-2023,IMPRESSIONS,VIEWED,40.63
1332,199,8,02-08-2023,CHECKOUT,PURCHASED,289.29
1333,291,16,10-04-2023,CART,ADDED TO CART,121.96
1334,159,18,31-03-2023,CLICK,CLICKED,27.73
1335,152,6,11-03-2023,IMPRESSIONS,VIEWED,8.57
1336,92,15,22-09-2023,CHECKOUT,PURCHASED,239.6
1337,227,5,07-05-2023,CHECKOUT,PURCHASED,55.1
1338,147,13,23-02-2024,DROP-OFF,ABANDONED,
1339,67,15,11-01-2024,CLICK,CLICKED,21.26
1340,212,17,05-04-2024,IMPRESSIONS,VIEWED,34.64
1341,126,18,09-01-2023,IMPRESSIONS,VIEWED,20.03
1342,292,13,16-03-2023,IMPRESSIONS,VIEWED,18.96
1343,240,18,21-04-2024,IMPRESSIONS,VIEWED,41.7
1344,204,14,24-07-2023,IMPRESSIONS,VIEWED,18.7
1345,249,7,20-12-2024,CART,ADDED TO CART,63.41
1346,20,18,09-06-2023,CHECKOUT,ABANDONED,
1347,110,11,04-08-2024,IMPRESSIONS,VIEWED,42.46
1348,186,14,29-04-2024,IMPRESSIONS,VIEWED,43.11
1349,217,9,16-09-2023,CLICK,CLICKED,20.19
1350,208,3,02-11-2023,CHECKOUT,ABANDONED,
1351,215,17,08-08-2023,CLICK,CLICKED,77.29
1352,48,14,17-12-2023,CHECKOUT,PURCHASED,86.96
1353,179,14,08-05-2024,CLICK,CLICKED,41.6
1354,293,13,11-01-2023,CLICK,CLICKED,69.2
1355,297,20,29-05-2023,IMPRESSIONS,VIEWED,11.02
1356,235,5,26-05-2024,CHECKOUT,ABANDONED,
1357,209,9,17-06-2024,CART,ADDED TO CART,143.2
1358,65,15,16-10-2024,CHECKOUT,PURCHASED,54.3
1359,97,14,14-12-2024,CLICK,CLICKED,31.21
1360,108,7,26-11-2024,CLICK,CLICKED,76.03
1361,9,10,11-11-2023,CLICK,CLICKED,63.67
1362,234,14,25-02-2024,IMPRESSIONS,VIEWED,9.54
1363,91,15,14-03-2024,IMPRESSIONS,VIEWED,20.26
1364,224,10,19-12-2024,CLICK,CLICKED,75.45
1365,54,3,27-10-2024,IMPRESSIONS,VIEWED,24.86
1366,279,4,10-10-2024,IMPRESSIONS,VIEWED,39.07
1367,109,8,10-04-2024,CLICK,CLICKED,79.23
1368,64,12,20-04-2024,IMPRESSIONS,VIEWED,42.58
1369,115,17,18-10-2023,IMPRESSIONS,VIEWED,38.54
1370,213,8,05-01-2023,CHECKOUT,ABANDONED,
1371,17,1,27-01-2023,IMPRESSIONS,VIEWED,18.4
1372,293,14,05-09-2023,CLICK,CLICKED,61.22
1373,202,2,14-08-2024,IMPRESSIONS,VIEWED,21.12
1374,163,17,12-06-2023,IMPRESSIONS,VIEWED,25.17
1375,296,13,04-10-2024,DROP-OFF,ABANDONED,
1376,82,11,28-07-2023,IMPRESSIONS,VIEWED,5.46
1377,79,1,24-09-2024,CLICK,CLICKED,16.9
1378,67,15,11-10-2024,CLICK,CLICKED,32.98
1379,114,10,18-07-2023,CLICK,CLICKED,72.78
1380,27,9,26-03-2023,DROP-OFF,ABANDONED,
1381,12,19,16-04-2023,IMPRESSIONS,VIEWED,10.67
1382,135,6,06-04-2023,IMPRESSIONS,VIEWED,20.63
1383,252,1,28-02-2024,IMPRESSIONS,VIEWED,32.49
1384,193,11,10-10-2024,CHECKOUT,ABANDONED,
1385,93,10,11-01-2023,DROP-OFF,ABANDONED,
1386,291,20,02-02-2023,IMPRESSIONS,VIEWED,24.36
1387,280,1,12-06-2023,CLICK,CLICKED,29.46
1388,16,18,24-01-2023,CLICK,CLICKED,80.02
1389,59,7,31-01-2023,IMPRESSIONS,VIEWED,34.11
1390,65,9,08-10-2023,CLICK,CLICKED,68.11
1391,151,15,22-05-2024,IMPRESSIONS,VIEWED,15.0
1392,102,9,07-02-2024,IMPRESSIONS,VIEWED,36.76
1393,250,14,01-04-2024,IMPRESSIONS,VIEWED,29.92
1394,197,14,24-07-2023,CLICK,CLICKED,48.71
1395,18,17,17-09-2023,CLICK,CLICKED,44.87
1396,59,6,27-11-2023,IMPRESSIONS,VIEWED,14.81
1397,111,12,16-01-2024,IMPRESSIONS,VIEWED,5.39
1398,6,11,07-08-2023,CLICK,CLICKED,57.12
1399,198,10,08-09-2024,IMPRESSIONS,VIEWED,27.44
1400,39,19,23-10-2024,IMPRESSIONS,VIEWED,37.54
1401,102,7,20-02-2023,CART,ADDED TO CART,35.62
1402,141,14,03-05-2023,IMPRESSIONS,VIEWED,28.65
1403,122,19,22-01-2023,IMPRESSIONS,VIEWED,16.37
1404,207,2,30-06-2024,CHECKOUT,ABANDONED,
1405,173,1,13-03-2023,CLICK,CLICKED,35.6
1406,178,13,23-03-2023,CLICK,CLICKED,60.92
1407,202,10,14-12-2024,CHECKOUT,PURCHASED,261.41
1408,63,12,24-09-2024,IMPRESSIONS,VIEWED,38.02
1409,72,4,27-11-2023,DROP-OFF,ABANDONED,
1410,224,8,24-06-2023,IMPRESSIONS,VIEWED,42.36
1411,27,9,14-02-2023,IMPRESSIONS,VIEWED,15.55
1412,195,9,16-12-2024,IMPRESSIONS,VIEWED,9.8
1413,164,5,21-08-2024,CHECKOUT,ABANDONED,
1414,229,4,18-06-2024,CLICK,CLICKED,88.23
1415,165,16,20-08-2023,IMPRESSIONS,VIEWED,19.12
1416,125,7,12-12-2024,IMPRESSIONS,VIEWED,13.5
1417,111,15,30-01-2024,IMPRESSIONS,VIEWED,13.35
1418,271,17,17-11-2023,CART,ADDED TO CART,115.02
1419,79,17,19-04-2023,CHECKOUT,ABANDONED,
1420,187,13,08-04-2024,DROP-OFF,ABANDONED,
1421,104,13,12-07-2023,IMPRESSIONS,VIEWED,32.45
1422,296,4,31-05-2023,CLICK,CLICKED,33.04
1423,236,6,01-10-2023,IMPRESSIONS,VIEWED,15.62
1424,282,3,29-12-2023,IMPRESSIONS,VIEWED,25.09
1425,261,11,24-02-2023,IMPRESSIONS,VIEWED,6.97
1426,196,14,18-07-2023,IMPRESSIONS,VIEWED,28.76
1427,272,20,20-05-2024,CLICK,CLICKED,63.48
1428,57,8,28-04-2023,IMPRESSIONS,VIEWED,14.55
1429,273,4,10-10-2023,IMPRESSIONS,VIEWED,20.72
1430,113,9,22-05-2024,IMPRESSIONS,VIEWED,30.48
1431,148,1,07-04-2023,IMPRESSIONS,VIEWED,39.1
1432,123,6,19-11-2023,CLICK,CLICKED,39.91
1433,234,5,14-01-2023,CLICK,CLICKED,16.56
1434,136,3,24-06-2023,CLICK,CLICKED,87.72
1435,299,1,15-05-2024,CHECKOUT,ABANDONED,
1436,57,2,18-01-2023,CLICK,CLICKED,54.4
1437,86,5,07-04-2023,IMPRESSIONS,VIEWED,24.63
1438,180,18,21-09-2023,CLICK,CLICKED,49.41
1439,181,10,28-12-2024,IMPRESSIONS,VIEWED,15.8
1440,266,1,01-06-2023,CHECKOUT,PURCHASED,213.14
1441,73,12,24-05-2024,IMPRESSIONS,VIEWED,13.25
1442,46,7,22-01-2024,CLICK,CLICKED,89.05
1443,270,6,29-09-2023,CHECKOUT,ABANDONED,
1444,170,13,26-08-2024,IMPRESSIONS,VIEWED,12.62
1445,297,17,19-12-2024,IMPRESSIONS,VIEWED,36.81
1446,291,12,23-10-2023,IMPRESSIONS,VIEWED,42.09
1447,76,15,28-11-2024,IMPRESSIONS,VIEWED,17.15
1448,148,3,29-10-2023,IMPRESSIONS,VIEWED,16.32
1449,64,2,15-05-2024,IMPRESSIONS,VIEWED,31.41
1450,1,2,15-09-2023,IMPRESSIONS,VIEWED,43.15
1451,139,5,21-07-2023,IMPRESSIONS,VIEWED,13.75
1452,243,12,12-09-2023,CART,ADDED TO CART,80.71
1453,51,9,06-11-2023,CLICK,CLICKED,65.92
1454,166,19,23-05-2023,CLICK,CLICKED,25.18
1455,284,7,05-11-2023,IMPRESSIONS,VIEWED,26.83
1456,193,14,09-04-2023,IMPRESSIONS,VIEWED,25.15
1457,184,15,29-12-2023,IMPRESSIONS,VIEWED,23.45
1458,287,1,07-03-2024,IMPRESSIONS,VIEWED,36.47
1459,298,17,18-01-2024,IMPRESSIONS,VIEWED,35.21
1460,202,5,17-02-2024,CLICK,CLICKED,77.94
1461,44,2,04-10-2023,CART,ADDED TO CART,70.02
1462,50,10,02-08-2024,CLICK,CLICKED,24.11
1463,300,17,24-02-2023,CLICK,CLICKED,25.23
1464,80,10,05-10-2024,IMPRESSIONS,VIEWED,29.95
1465,103,4,10-03-2023,IMPRESSIONS,VIEWED,14.89
1466,54,16,26-01-2023,CART,ADDED TO CART,76.89
1467,63,10,19-02-2024,CLICK,CLICKED,78.13
1468,280,9,19-09-2024,CLICK,CLICKED,25.97
1469,12,6,26-05-2023,CART,ADDED TO CART,50.49
1470,280,7,02-05-2024,CLICK,CLICKED,86.93
1471,253,12,14-11-2024,IMPRESSIONS,VIEWED,23.56
1472,218,5,29-01-2023,IMPRESSIONS,VIEWED,5.44
1473,156,2,22-10-2024,CLICK,CLICKED,83.11
1474,182,5,24-04-2024,CHECKOUT,ABANDONED,
1475,142,1,12-06-2023,IMPRESSIONS,VIEWED,41.1
1476,269,13,09-06-2024,IMPRESSIONS,VIEWED,31.24
1477,289,11,15-04-2024,CLICK,CLICKED,73.87
1478,156,13,11-03-2023,DROP-OFF,ABANDONED,
1479,248,13,28-04-2024,CLICK,CLICKED,24.71
1480,166,19,17-08-2024,IMPRESSIONS,VIEWED,6.8
1481,82,8,09-04-2023,CLICK,CLICKED,39.27
1482,119,8,18-04-2023,CHECKOUT,ABANDONED,
1483,197,14,07-03-2023,IMPRESSIONS,VIEWED,6.5
1484,38,15,19-01-2024,CLICK,CLICKED,39.09
1485,231,13,17-05-2023,CHECKOUT,PURCHASED,94.91
1486,252,15,26-11-2024,IMPRESSIONS,VIEWED,22.36
1487,271,7,30-03-2023,CLICK,CLICKED,17.49
1488,72,1,04-01-2024,CART,ADDED TO CART,70.89
1489,271,16,14-07-2023,CART,ADDED TO CART,90.1
1490,183,20,26-07-2024,CHECKOUT,ABANDONED,
1491,225,14,02-10-2024,IMPRESSIONS,VIEWED,10.09
1492,265,10,14-04-2023,IMPRESSIONS,VIEWED,29.06
1493,170,1,18-08-2023,CART,ADDED TO CART,140.67
1494,129,13,21-12-2024,IMPRESSIONS,VIEWED,7.99
1495,295,8,14-06-2024,DROP-OFF,ABANDONED,
1496,160,13,25-09-2024,IMPRESSIONS,VIEWED,42.48
1497,135,1,03-02-2023,IMPRESSIONS,VIEWED,18.38
1498,31,5,29-07-2023,CLICK,CLICKED,32.67
1499,38,19,16-09-2024,CLICK,CLICKED,88.58
1500,214,20,19-09-2024,DROP-OFF,ABANDONED,
1501,246,5,05-10-2023,CART,ADDED TO CART,34.27
1502,260,8,27-10-2024,IMPRESSIONS,VIEWED,36.26
1503,117,1,26-02-2023,IMPRESSIONS,VIEWED,32.28
1504,10,18,08-05-2024,IMPRESSIONS,VIEWED,22.19
1505,219,18,22-05-2023,IMPRESSIONS,VIEWED,19.07
1506,176,14,01-03-2023,IMPRESSIONS,VIEWED,14.09
1507,275,19,16-02-2023,CHECKOUT,PURCHASED,267.68
1508,128,2,20-03-2023,IMPRESSIONS,VIEWED,16.3
1509,161,12,08-09-2024,CLICK,CLICKED,24.73
1510,204,16,04-11-2024,IMPRESSIONS,VIEWED,15.01
1511,279,7,21-05-2024,CLICK,CLICKED,48.27
1512,155,12,18-07-2024,IMPRESSIONS,VIEWED,17.75
1513,278,17,17-04-2023,IMPRESSIONS,VIEWED,16.19
1514,105,5,17-06-2024,IMPRESSIONS,VIEWED,19.9
1515,73,2,29-08-2023,CLICK,CLICKED,16.6
1516,18,9,12-10-2023,CLICK,CLICKED,19.48
1517,197,16,20-01-2023,CHECKOUT,ABANDONED,
1518,228,2,18-08-2023,IMPRESSIONS,VIEWED,26.3
1519,157,2,08-07-2024,CART,ADDED TO CART,139.21
1520,173,9,28-08-2024,IMPRESSIONS,VIEWED,34.03
1521,223,14,28-02-2023,CART,ADDED TO CART,144.3
1522,148,18,19-04-2024,IMPRESSIONS,VIEWED,43.41
1523,240,8,16-05-2023,CHECKOUT,ABANDONED,
1524,141,3,13-09-2023,CART,ADDED TO CART,70.5
1525,203,2,22-09-2024,IMPRESSIONS,VIEWED,36.3
1526,7,4,11-11-2023,CLICK,CLICKED,78.57
1527,228,15,18-01-2023,IMPRESSIONS,VIEWED,43.64
1528,246,18,12-08-2023,IMPRESSIONS,VIEWED,40.88
1529,283,11,07-03-2023,IMPRESSIONS,VIEWED,15.38
1530,254,5,21-08-2023,CLICK,CLICKED,32.45
1531,20,6,01-12-2024,CLICK,CLICKED,18.15
1532,117,2,23-09-2023,CHECKOUT,PURCHASED,217.99
1533,181,18,15-02-2023,CLICK,CLICKED,20.81
1534,228,4,07-06-2024,IMPRESSIONS,VIEWED,27.81
1535,213,3,19-10-2024,IMPRESSIONS,VIEWED,5.99
1536,185,11,22-02-2024,CHECKOUT,ABANDONED,
1537,241,10,28-09-2024,IMPRESSIONS,VIEWED,16.63
1538,77,19,27-01-2023,IMPRESSIONS,VIEWED,25.43
1539,261,19,30-12-2024,IMPRESSIONS,VIEWED,38.23
1540,17,5,26-01-2024,CART,ADDED TO CART,144.62
1541,115,19,30-05-2024,CHECKOUT,PURCHASED,182.44
1542,63,17,22-02-2023,CLICK,CLICKED,35.19
1543,295,10,07-09-2023,IMPRESSIONS,VIEWED,23.23
1544,60,8,31-03-2024,CART,ADDED TO CART,73.43
1545,181,18,01-06-2024,IMPRESSIONS,VIEWED,29.21
1546,230,14,24-08-2023,CLICK,CLICKED,73.23
1547,209,19,12-11-2024,IMPRESSIONS,VIEWED,18.66
1548,61,3,23-02-2024,IMPRESSIONS,VIEWED,30.31
1549,102,6,09-04-2024,IMPRESSIONS,VIEWED,15.54
1550,284,16,14-04-2023,IMPRESSIONS,VIEWED,5.96
1551,86,3,16-05-2023,CLICK,CLICKED,41.58
1552,206,18,05-09-2023,CLICK,CLICKED,82.31
1553,173,19,15-09-2024,CLICK,CLICKED,70.41
1554,182,15,23-02-2024,CLICK,CLICKED,71.82
1555,69,6,26-08-2024,DROP-OFF,ABANDONED,
1556,43,5,08-01-2023,CLICK,CLICKED,43.45
1557,225,6,04-06-2024,CART,ADDED TO CART,143.37
1558,50,8,01-11-2023,CLICK,CLICKED,36.39
1559,197,11,02-07-2023,CHECKOUT,PURCHASED,252.57
1560,108,14,15-06-2024,IMPRESSIONS,VIEWED,18.89
1561,85,4,22-10-2023,IMPRESSIONS,VIEWED,40.41
1562,148,9,12-09-2024,CART,ADDED TO CART,109.97
1563,73,4,31-07-2023,CLICK,CLICKED,59.88
1564,21,18,04-07-2024,CART,ADDED TO CART,88.6
1565,14,12,28-07-2023,IMPRESSIONS,VIEWED,25.84
1566,233,10,23-04-2023,CLICK,CLICKED,81.67
1567,253,9,30-03-2023,CHECKOUT,ABANDONED,
1568,60,12,22-03-2023,CART,ADDED TO CART,117.28
1569,168,6,03-06-2024,IMPRESSIONS,VIEWED,33.27
1570,162,2,19-03-2024,IMPRESSIONS,VIEWED,38.66
1571,19,1,09-09-2023,IMPRESSIONS,VIEWED,31.93
1572,136,16,05-06-2023,CLICK,CLICKED,36.19
1573,102,3,12-06-2024,DROP-OFF,ABANDONED,
1574,110,1,20-03-2024,IMPRESSIONS,VIEWED,6.55
1575,135,20,25-01-2024,CLICK,CLICKED,51.32
1576,93,10,26-08-2023,DROP-OFF,ABANDONED,
1577,249,16,07-10-2024,IMPRESSIONS,VIEWED,16.82
1578,113,4,22-10-2023,IMPRESSIONS,VIEWED,14.9
1579,218,4,30-06-2023,CLICK,CLICKED,41.07
1580,204,5,10-05-2024,CART,ADDED TO CART,102.13
1581,121,1,25-10-2023,IMPRESSIONS,VIEWED,7.43
1582,166,9,22-11-2024,IMPRESSIONS,VIEWED,22.01
1583,134,2,02-10-2023,CLICK,CLICKED,62.72
1584,24,10,03-04-2024,IMPRESSIONS,VIEWED,36.18
1585,57,20,17-09-2024,IMPRESSIONS,VIEWED,37.1
1586,47,11,28-12-2023,CART,ADDED TO CART,108.59
1587,266,7,06-01-2024,CLICK,CLICKED,79.48
1588,118,10,15-06-2023,CHECKOUT,ABANDONED,
1589,212,7,20-07-2024,CART,ADDED TO CART,34.33
1590,11,17,15-04-2023,CLICK,CLICKED,26.77
1591,155,1,24-08-2023,CLICK,CLICKED,35.43
1592,64,13,02-11-2024,IMPRESSIONS,VIEWED,8.06
1593,259,14,21-01-2023,IMPRESSIONS,VIEWED,34.43
1594,201,7,12-09-2024,CHECKOUT,ABANDONED,
1595,218,17,24-01-2023,IMPRESSIONS,VIEWED,8.99
1596,296,16,21-01-2024,IMPRESSIONS,VIEWED,43.68
1597,288,9,09-05-2024,IMPRESSIONS,VIEWED,5.69
1598,255,13,17-01-2024,CART,ADDED TO CART,84.27
1599,296,1,11-02-2024,CART,ADDED TO CART,74.38
1600,289,4,20-10-2024,IMPRESSIONS,VIEWED,8.82
1601,87,7,16-05-2024,CLICK,CLICKED,45.24
1602,243,17,03-08-2024,CART,ADDED TO CART,122.09
1603,130,14,15-11-2023,CART,ADDED TO CART,34.38
1604,290,20,21-02-2024,CHECKOUT,ABANDONED,
1605,108,18,15-05-2024,CLICK,CLICKED,39.14
1606,248,17,22-07-2024,DROP-OFF,ABANDONED,
1607,42,4,11-03-2024,CLICK,CLICKED,71.77
1608,83,17,05-05-2023,IMPRESSIONS,VIEWED,6.56
1609,218,16,24-06-2023,CLICK,CLICKED,71.17
1610,281,14,13-02-2024,IMPRESSIONS,VIEWED,44.83
1611,139,17,27-11-2023,CLICK,CLICKED,25.61
1612,268,7,20-09-2024,CHECKOUT,PURCHASED,177.44
1613,129,16,18-04-2024,IMPRESSIONS,VIEWED,11.57
1614,243,1,22-11-2023,IMPRESSIONS,VIEWED,7.68
1615,3,10,19-12-2024,IMPRESSIONS,VIEWED,18.24
1616,32,20,24-04-2024,CLICK,CLICKED,62.73
1617,116,12,05-10-2024,IMPRESSIONS,VIEWED,16.37
1618,219,19,10-11-2023,IMPRESSIONS,VIEWED,27.44
1619,104,3,29-08-2024,IMPRESSIONS,VIEWED,12.13
1620,289,4,10-05-2023,CART,ADDED TO CART,69.62
1621,142,20,15-11-2024,CHECKOUT,ABANDONED,
1622,87,1,26-08-2023,CHECKOUT,PURCHASED,282.03
1623,76,5,18-06-2023,CLICK,CLICKED,20.83
1624,27,5,07-06-2024,CART,ADDED TO CART,109.78
1625,168,10,27-05-2024,CART,ADDED TO CART,97.22
1626,194,13,24-12-2024,CLICK,CLICKED,54.8
1627,110,6,10-10-2024,CART,ADDED TO CART,130.79
1628,287,15,16-05-2024,CLICK,CLICKED,56.84
1629,223,12,02-07-2023,IMPRESSIONS,VIEWED,35.83
1630,178,14,07-08-2023,CLICK,CLICKED,43.07
1631,6,7,28-03-2024,IMPRESSIONS,VIEWED,28.45
1632,169,4,13-01-2024,DROP-OFF,ABANDONED,
1633,7,20,07-10-2023,IMPRESSIONS,VIEWED,20.93
1634,130,9,02-10-2024,IMPRESSIONS,VIEWED,44.89
1635,233,16,27-06-2023,CLICK,CLICKED,42.72
1636,79,6,15-05-2023,IMPRESSIONS,VIEWED,22.74
1637,32,11,10-04-2023,CHECKOUT,ABANDONED,
1638,100,20,18-01-2023,IMPRESSIONS,VIEWED,41.23
1639,188,17,15-01-2023,CHECKOUT,ABANDONED,
1640,214,2,08-03-2023,IMPRESSIONS,VIEWED,8.36
1641,228,2,10-10-2023,CLICK,CLICKED,62.65
1642,2,10,08-10-2023,CLICK,CLICKED,49.97
1643,45,19,19-04-2024,IMPRESSIONS,VIEWED,34.18
1644,96,11,28-08-2024,CLICK,CLICKED,74.16
1645,112,12,16-04-2024,IMPRESSIONS,VIEWED,38.49
1646,98,5,14-11-2023,IMPRESSIONS,VIEWED,16.16
1647,290,11,28-02-2024,IMPRESSIONS,VIEWED,40.34
1648,91,10,23-09-2023,CLICK,CLICKED,51.74
1649,297,12,24-12-2023,CART,ADDED TO CART,129.54
1650,88,2,22-08-2024,IMPRESSIONS,VIEWED,18.88
1651,148,7,17-12-2023,CLICK,CLICKED,53.5
1652,108,9,12-08-2023,CLICK,CLICKED,53.78
1653,96,16,24-05-2023,CLICK,CLICKED,57.28
1654,18,11,19-12-2024,IMPRESSIONS,VIEWED,11.35
1655,244,11,11-12-2023,CLICK,CLICKED,83.49
1656,157,6,23-04-2024,CLICK,CLICKED,75.69
1657,234,19,12-08-2024,CLICK,CLICKED,77.56
1658,130,12,07-09-2024,IMPRESSIONS,VIEWED,6.61
1659,120,17,21-04-2023,IMPRESSIONS,VIEWED,28.72
1660,84,17,20-06-2023,DROP-OFF,ABANDONED,
1661,269,7,04-08-2024,CART,ADDED TO CART,109.61
1662,28,3,13-11-2023,CART,ADDED TO CART,126.18
1663,235,13,19-06-2023,CLICK,CLICKED,81.22
1664,155,10,24-03-2023,IMPRESSIONS,VIEWED,8.61
1665,126,5,02-12-2024,CLICK,CLICKED,50.8
1666,177,4,27-04-2024,CLICK,CLICKED,83.46
1667,193,15,24-12-2024,IMPRESSIONS,VIEWED,10.14
1668,69,13,01-12-2023,DROP-OFF,ABANDONED,
1669,218,20,08-02-2024,CLICK,CLICKED,65.24
1670,14,8,15-09-2024,IMPRESSIONS,VIEWED,19.49
1671,257,1,17-09-2024,CLICK,CLICKED,63.42
1672,71,16,12-07-2023,IMPRESSIONS,VIEWED,8.71
1673,197,6,11-03-2024,IMPRESSIONS,VIEWED,32.01
