ContentID,ContentType,Campaign,ViewsClicksCombined,Likes,Date
CNT-10341,Blog,Campaign_Q1_Launch,96616-20389,4341,2023-06-13
CNT-10342,newsletter,Campaign_Summer_Boost,22025-4658,1411,2023-01-19
CNT-10343,Video,Campaign_Q1_Launch,138750-26229,5426,2024-11-01
CNT-10344,newsletter,Campaign_Q1_Launch,56057-13264,3054,2024-08-21
CNT-10345,Blog,Campaign_Summer_Boost,62182-12107,5435,2024-12-17
CNT-10346,BLOG,Campaign_Q4_Holiday,24909-4680,1181,2023-12-02
CNT-10347,newsletter,Campaign_Summer_Boost,45143-9372,2918,2024-09-27
CNT-10348,Video,Campaign_Spring_Sale,58869-11290,4569,2024-07-18
CNT-10349,Video,Campaign_Q4_Holiday,15793-3682,996,2023-03-10
CNT-10350,newsletter,Campaign_Summer_Boost,18089-3439,1371,2023-10-14
CNT-10351,VIDEO,Campaign_Spring_Sale,21296-3893,1278,2024-07-13
CNT-10352,Newsletter,Campaign_Q4_Holiday,106632-22493,8892,2023-11-29
CNT-10353,BLOG,Campaign_Summer_Boost,16280-3504,1204,2023-04-10
CNT-10354,Blog,Campaign_Summer_Boost,26296-5201,2117,2024-03-24
CNT-10355,Social Media,Campaign_Spring_Sale,117452-24046,6560,2024-02-07
CNT-10356,Social Media,Campaign_Q4_Holiday,61656-12954,5684,2023-04-17
CNT-10357,VIDEO,Campaign_Summer_Boost,50214-9157,3647,2023-08-20
CNT-10358,Blog,Campaign_Summer_Boost,27054-5976,2224,2024-02-15
CNT-10359,Social Media,Campaign_Q1_Launch,142662-33183,8800,2023-07-18
CNT-10360,Blog,Campaign_Spring_Sale,90113-16796,6651,2024-01-22
CNT-10361,newsletter,Campaign_Summer_Boost,23785-4911,2080,2024-07-27
CNT-10362,Newsletter,Campaign_Summer_Boost,97487-20159,7159,2023-03-30
CNT-10363,Video,Campaign_Q4_Holiday,129492-26864,6388,2024-03-15
CNT-10364,Blog,Campaign_Q1_Launch,147121-30432,7883,2024-08-15
CNT-10365,newsletter,Campaign_Summer_Boost,71787-14879,3170,2023-06-13
CNT-10366,Blog,Campaign_Spring_Sale,43708-8998,2397,2024-11-23
CNT-10367,Social Media,Campaign_Summer_Boost,79709-19065,5903,2023-01-15
CNT-10368,Blog,Campaign_Q4_Holiday,15719-3105,995,2024-08-26
CNT-10369,social media,Campaign_Q4_Holiday,105324-19389,6344,2024-04-02
CNT-10370,BLOG,Campaign_Q4_Holiday,61775-14773,6278,2024-08-26
CNT-10371,Social Media,Campaign_Q1_Launch,72822-16027,7006,2023-06-12
CNT-10372,newsletter,Campaign_Spring_Sale,104729-23729,5444,2024-01-08
CNT-10373,Newsletter,Campaign_Q4_Holiday,63389-15171,3619,2023-09-13
CNT-10374,Video,Campaign_Q1_Launch,104499-21680,7078,2024-08-12
CNT-10375,BLOG,Campaign_Q1_Launch,111314-21600,8130,2023-07-05
CNT-10376,BLOG,Campaign_Q4_Holiday,114787-20797,7176,2023-01-01
CNT-10377,BLOG,Campaign_Q4_Holiday,70799-14473,5086,2024-12-15
CNT-10378,social media,Campaign_Q1_Launch,68001-15919,4253,2023-09-09
CNT-10379,Newsletter,Campaign_Summer_Boost,64557-12104,3980,2024-03-20
CNT-10380,Blog,Campaign_Q4_Holiday,130655-29917,6189,2024-05-25
CNT-10381,Video,Campaign_Q4_Holiday,26528-4814,1290,2024-01-22
CNT-10382,VIDEO,Campaign_Summer_Boost,77813-15161,4719,2023-02-22
CNT-10383,Blog,Campaign_Q1_Launch,142978-34244,14482,2023-10-18
CNT-10384,social media,Campaign_Q4_Holiday,129735-23994,9166,2024-01-26
CNT-10385,social media,Campaign_Q4_Holiday,129468-24752,5441,2024-01-02
CNT-10386,newsletter,Campaign_Q4_Holiday,93918-21596,8309,2023-09-19
CNT-10387,BLOG,Campaign_Q4_Holiday,127481-23879,5666,2024-07-06
CNT-10388,newsletter,Campaign_Summer_Boost,32581-6400,2062,2024-01-06
CNT-10389,social media,Campaign_Q1_Launch,80717-15056,5774,2024-05-30
CNT-10390,newsletter,Campaign_Spring_Sale,124645-23985,6345,2024-08-08
CNT-10391,Social Media,Campaign_Q1_Launch,57213-10766,4074,2024-08-13
CNT-10392,Social Media,Campaign_Q1_Launch,97324-20807,4285,2024-04-17
CNT-10393,VIDEO,Campaign_Spring_Sale,51336-11278,2274,2023-10-07
CNT-10394,Blog,Campaign_Summer_Boost,125076-25916,10334,2023-03-14
CNT-10395,BLOG,Campaign_Summer_Boost,43957-9848,3113,2024-12-13
CNT-10396,Newsletter,Campaign_Q4_Holiday,16852-3333,1014,2024-08-26
CNT-10397,social media,Campaign_Q1_Launch,40881-8344,3376,2023-11-14
CNT-10398,BLOG,Campaign_Q4_Holiday,120033-25146,9976,2024-11-14
CNT-10399,newsletter,Campaign_Q4_Holiday,112633-25791,9797,2024-01-30
CNT-10400,Newsletter,Campaign_Summer_Boost,141001-33608,7115,2023-12-28
CNT-10401,Social Media,Campaign_Q1_Launch,146107-32183,13905,2024-10-18
CNT-10402,Social Media,Campaign_Q4_Holiday,96487-19275,5400,2023-07-09
CNT-10403,VIDEO,Campaign_Q4_Holiday,110356-20274,6960,2024-07-04
CNT-10404,newsletter,Campaign_Spring_Sale,146407-30636,7226,2024-01-05
CNT-10405,Blog,Campaign_Summer_Boost,52157-9909,3049,2024-12-04
CNT-10406,BLOG,Campaign_Q1_Launch,123568-28843,6995,2024-07-03
CNT-10407,newsletter,Campaign_Spring_Sale,128192-29113,7828,2023-03-05
CNT-10408,Newsletter,Campaign_Q4_Holiday,51619-10236,4250,2024-03-18
CNT-10409,social media,Campaign_Q1_Launch,79422-15069,6278,2023-09-21
CNT-10410,social media,Campaign_Q1_Launch,65850-12204,4565,2024-08-03
CNT-10411,social media,Campaign_Spring_Sale,20195-4721,1072,2023-04-25
CNT-10412,Blog,Campaign_Q1_Launch,119984-24143,7857,2023-11-28
CNT-10413,BLOG,Campaign_Q4_Holiday,98829-19992,7479,2023-12-31
CNT-10414,Social Media,Campaign_Q4_Holiday,42352-8496,2286,2024-02-26
CNT-10415,newsletter,Campaign_Summer_Boost,105817-21934,9616,2023-08-05
CNT-10416,BLOG,Campaign_Q1_Launch,133768-31764,13338,2023-07-24
CNT-10417,newsletter,Campaign_Q1_Launch,78317-15639,6915,2024-03-10
CNT-10418,Newsletter,Campaign_Spring_Sale,68302-15605,5237,2024-08-11
CNT-10419,BLOG,Campaign_Q4_Holiday,80624-14842,5392,2023-05-25
CNT-10420,BLOG,Campaign_Q4_Holiday,27035-5989,2096,2024-08-20
CNT-10421,VIDEO,Campaign_Q4_Holiday,48792-9554,2924,2024-09-09
CNT-10422,Blog,Campaign_Q4_Holiday,125337-27852,6741,2023-07-20
CNT-10423,Newsletter,Campaign_Summer_Boost,51015-10503,4358,2023-04-30
CNT-10424,newsletter,Campaign_Q4_Holiday,65132-13420,4578,2024-09-12
CNT-10425,Video,Campaign_Q1_Launch,16028-3011,1345,2024-05-21
CNT-10426,VIDEO,Campaign_Q1_Launch,97000-22442,8646,2023-05-11
CNT-10427,Video,Campaign_Spring_Sale,134064-25409,10894,2023-05-08
CNT-10428,BLOG,Campaign_Q1_Launch,25869-5640,2395,2024-01-27
CNT-10429,Social Media,Campaign_Summer_Boost,85952-17622,4330,2023-02-06
CNT-10430,VIDEO,Campaign_Q4_Holiday,103232-21214,5394,2023-08-30
CNT-10431,social media,Campaign_Summer_Boost,24560-5189,1411,2023-05-15
CNT-10432,Newsletter,Campaign_Spring_Sale,99681-19381,6485,2023-10-11
CNT-10433,Video,Campaign_Spring_Sale,29065-6353,1769,2024-09-01
CNT-10434,Blog,Campaign_Q1_Launch,86736-20264,4363,2023-10-17
CNT-10435,Blog,Campaign_Spring_Sale,105839-19363,5228,2023-01-15
CNT-10436,social media,Campaign_Spring_Sale,63259-13343,5520,2024-10-17
CNT-10437,newsletter,Campaign_Q1_Launch,51625-10113,2032,2023-07-27
CNT-10438,VIDEO,Campaign_Q1_Launch,18152-3777,846,2024-07-24
CNT-10439,Social Media,Campaign_Spring_Sale,101126-22465,5849,2023-05-13
CNT-10440,newsletter,Campaign_Q4_Holiday,72832-15248,4401,2023-09-21
CNT-10441,newsletter,Campaign_Q4_Holiday,32005-6601,2052,2024-05-02
CNT-10442,social media,Campaign_Summer_Boost,99014-19664,8488,2023-10-23
CNT-10443,newsletter,Campaign_Q1_Launch,62113-14568,4393,2023-04-19
CNT-10444,BLOG,Campaign_Spring_Sale,71926-16393,5643,2023-05-11
CNT-10445,Blog,Campaign_Spring_Sale,136286-30319,12372,2023-03-12
CNT-10446,BLOG,Campaign_Q1_Launch,40748-7842,2067,2023-08-16
CNT-10447,social media,Campaign_Q1_Launch,129468-24528,8699,2024-07-06
CNT-10448,BLOG,Campaign_Spring_Sale,90503-20701,6588,2023-08-09
CNT-10449,VIDEO,Campaign_Spring_Sale,26377-5097,2190,2024-12-06
CNT-10450,VIDEO,Campaign_Spring_Sale,130763-26256,6842,2024-12-14
CNT-10451,BLOG,Campaign_Summer_Boost,136099-29952,6645,2023-10-22
CNT-10452,Social Media,Campaign_Q1_Launch,38480-7899,2909,2023-07-01
CNT-10453,Video,Campaign_Q4_Holiday,100249-21641,4576,2023-10-10
CNT-10454,Blog,Campaign_Spring_Sale,118251-23067,5856,2023-10-01
CNT-10455,Blog,Campaign_Summer_Boost,70119-16086,6228,2024-07-30
CNT-10456,Newsletter,Campaign_Q1_Launch,81291-15351,5718,2024-12-25
CNT-10457,Video,Campaign_Q1_Launch,136474-29717,7170,2024-03-28
CNT-10458,Newsletter,Campaign_Spring_Sale,98660-18689,6114,2024-10-04
CNT-10459,newsletter,Campaign_Summer_Boost,141459-26365,9238,2023-08-12
CNT-10460,social media,Campaign_Summer_Boost,72159-13159,2775,2023-02-14
CNT-10461,Video,Campaign_Q4_Holiday,70497-15371,3614,2024-06-10
CNT-10462,Newsletter,Campaign_Q4_Holiday,131901-30743,8328,2024-01-14
CNT-10463,Newsletter,Campaign_Q1_Launch,140680-26721,9740,2024-04-18
CNT-10464,Video,Campaign_Spring_Sale,90836-17845,5447,2023-08-10
CNT-10465,social media,Campaign_Spring_Sale,90246-20684,5965,2024-11-17
CNT-10466,Newsletter,Campaign_Summer_Boost,32054-6412,2482,2023-07-25
CNT-10467,BLOG,Campaign_Q1_Launch,137038-27237,6836,2023-03-11
CNT-10468,BLOG,Campaign_Q1_Launch,145992-29746,10966,2024-01-03
CNT-10469,BLOG,Campaign_Q4_Holiday,100775-22910,4654,2024-10-17
CNT-10470,social media,Campaign_Spring_Sale,132362-29733,7087,2024-08-06
CNT-10471,Newsletter,Campaign_Summer_Boost,82184-17936,3983,2024-07-31
CNT-10472,Social Media,Campaign_Spring_Sale,48523-9683,3709,2023-12-13
CNT-10473,BLOG,Campaign_Q4_Holiday,111538-25692,6409,2024-10-18
CNT-10474,Social Media,Campaign_Spring_Sale,142054-28949,6116,2023-03-13
CNT-10475,Blog,Campaign_Spring_Sale,127628-25323,5428,2024-09-25
CNT-10476,newsletter,Campaign_Q1_Launch,35310-6823,2194,2023-07-03
CNT-10477,Social Media,Campaign_Q1_Launch,19231-4176,1044,2024-10-15
CNT-10478,Social Media,Campaign_Summer_Boost,64857-14032,3389,2024-10-15
CNT-10479,BLOG,Campaign_Q1_Launch,37793-8427,3104,2023-11-09
CNT-10480,Newsletter,Campaign_Spring_Sale,83236-15110,6063,2024-11-24
CNT-10481,BLOG,Campaign_Spring_Sale,29269-6886,2182,2023-08-06
CNT-10482,Blog,Campaign_Q4_Holiday,120611-25023,8906,2023-02-21
CNT-10483,newsletter,Campaign_Spring_Sale,96449-19116,5882,2024-02-06
CNT-10484,Newsletter,Campaign_Summer_Boost,73190-15068,5591,2023-01-05
CNT-10485,Blog,Campaign_Spring_Sale,122079-25677,10776,2023-12-31
CNT-10486,Video,Campaign_Summer_Boost,102920-22102,6267,2024-10-10
CNT-10487,Newsletter,Campaign_Spring_Sale,139970-31852,9372,2024-08-02
CNT-10488,Social Media,Campaign_Spring_Sale,52421-10465,4014,2023-06-12
CNT-10489,newsletter,Campaign_Spring_Sale,94736-21132,8885,2024-07-07
CNT-10490,Social Media,Campaign_Q4_Holiday,29379-6570,1758,2023-07-01
CNT-10491,social media,Campaign_Spring_Sale,81405-17769,7441,2024-03-16
CNT-10492,Newsletter,Campaign_Q4_Holiday,42618-7788,1752,2023-11-02
CNT-10493,Newsletter,Campaign_Q1_Launch,27634-6599,2755,2024-02-10
CNT-10494,Social Media,Campaign_Q4_Holiday,138437-32748,11593,2023-06-23
CNT-10495,Blog,Campaign_Summer_Boost,81799-19089,7415,2024-11-27
CNT-10496,BLOG,Campaign_Q1_Launch,126999-27596,7754,2023-03-30
CNT-10497,social media,Campaign_Summer_Boost,86584-15829,5387,2024-07-07
CNT-10498,social media,Campaign_Spring_Sale,41606-8848,2973,2023-05-05
CNT-10499,Newsletter,Campaign_Spring_Sale,85216-17736,6143,2023-05-19
CNT-10500,social media,Campaign_Q4_Holiday,144455-31223,12372,2024-10-08
CNT-10501,Video,Campaign_Q1_Launch,56353-10684,4273,2023-03-20
CNT-10502,Newsletter,Campaign_Spring_Sale,40113-8426,2458,2023-02-01
CNT-10503,Video,Campaign_Spring_Sale,78035-16761,4876,2023-08-10
CNT-10504,VIDEO,Campaign_Spring_Sale,78534-17970,5368,2024-12-03
CNT-10505,social media,Campaign_Q1_Launch,91307-20642,7191,2023-07-01
CNT-10506,VIDEO,Campaign_Spring_Sale,142148-25974,6781,2024-07-16
CNT-10507,Newsletter,Campaign_Q4_Holiday,64098-11672,2662,2024-09-29
CNT-10508,BLOG,Campaign_Q1_Launch,79195-14719,5789,2024-05-12
CNT-10509,BLOG,Campaign_Q4_Holiday,18602-3357,676,2023-04-18
CNT-10510,VIDEO,Campaign_Q4_Holiday,113623-26375,10832,2023-08-06
CNT-10511,Social Media,Campaign_Summer_Boost,95978-20325,5371,2023-08-12
CNT-10512,newsletter,Campaign_Q1_Launch,112705-26461,7360,2024-05-19
CNT-10513,Blog,Campaign_Q4_Holiday,45217-8447,3751,2023-03-01
CNT-10514,newsletter,Campaign_Q1_Launch,49963-10440,3479,2023-07-10
CNT-10515,Video,Campaign_Summer_Boost,28953-5292,1372,2024-06-16
CNT-10516,Video,Campaign_Spring_Sale,89195-19411,6638,2023-04-27
CNT-10517,Social Media,Campaign_Spring_Sale,58969-11015,4037,2023-01-13
CNT-10518,Video,Campaign_Summer_Boost,71280-13591,5089,2024-07-13
CNT-10519,social media,Campaign_Spring_Sale,106829-20427,6387,2023-06-14
CNT-10520,BLOG,Campaign_Spring_Sale,26254-6118,1358,2023-04-25
CNT-10521,VIDEO,Campaign_Q4_Holiday,137505-29404,11214,2023-06-19
CNT-10522,social media,Campaign_Spring_Sale,116260-24373,5036,2023-03-27
CNT-10523,Newsletter,Campaign_Q4_Holiday,147523-27535,11036,2024-04-24
CNT-10524,Newsletter,Campaign_Spring_Sale,16850-3214,719,2023-07-13
CNT-10525,Newsletter,Campaign_Summer_Boost,59377-12228,3160,2023-01-17
CNT-10526,Social Media,Campaign_Spring_Sale,25694-5572,1530,2024-05-09
CNT-10527,BLOG,Campaign_Spring_Sale,21070-4150,1528,2024-01-05
CNT-10528,social media,Campaign_Q1_Launch,88665-20105,4325,2023-12-17
CNT-10529,Video,Campaign_Q4_Holiday,99502-22658,4546,2023-09-23
CNT-10530,BLOG,Campaign_Spring_Sale,91339-18703,6028,2023-03-05
CNT-10531,social media,Campaign_Q4_Holiday,147175-28703,8984,2024-05-18
CNT-10532,Video,Campaign_Q1_Launch,74564-17878,6482,2024-02-07
CNT-10533,Blog,Campaign_Summer_Boost,25574-5124,1678,2023-11-26
CNT-10534,BLOG,Campaign_Q1_Launch,37075-7780,1873,2023-06-21
CNT-10535,newsletter,Campaign_Q4_Holiday,78537-18518,4340,2023-07-11
CNT-10536,Video,Campaign_Q1_Launch,76933-14450,4194,2023-04-03
CNT-10537,Social Media,Campaign_Q1_Launch,65666-12827,3935,2023-07-20
CNT-10538,Newsletter,Campaign_Q1_Launch,34135-7958,2778,2024-01-08
CNT-10539,Video,Campaign_Spring_Sale,94390-17224,4800,2023-03-09
CNT-10540,newsletter,Campaign_Summer_Boost,139418-31803,12077,2024-04-16
CNT-10541,Video,Campaign_Q4_Holiday,86176-18307,7959,2024-03-26
CNT-10542,Newsletter,Campaign_Q4_Holiday,66181-14417,3206,2023-09-18
CNT-10543,Video,Campaign_Q4_Holiday,21616-4290,1177,2024-12-02
CNT-10544,VIDEO,Campaign_Spring_Sale,46580-9998,4283,2023-04-13
CNT-10545,Blog,Campaign_Summer_Boost,121659-25547,9549,2024-04-20
CNT-10546,newsletter,Campaign_Q4_Holiday,33671-7241,2060,2023-10-02
CNT-10547,Newsletter,Campaign_Q1_Launch,40279-8419,2879,2023-04-07
CNT-10548,newsletter,Campaign_Q4_Holiday,95327-19052,8249,2024-05-09
CNT-10549,newsletter,Campaign_Q1_Launch,48799-11373,4166,2024-07-22
CNT-10550,Video,Campaign_Summer_Boost,106752-25346,7003,2024-05-31
CNT-10551,Social Media,Campaign_Q4_Holiday,135703-29776,8356,2023-07-14
CNT-10552,Social Media,Campaign_Q1_Launch,107618-23478,8477,2023-07-06
CNT-10553,Blog,Campaign_Q4_Holiday,76792-15484,5040,2023-06-28
CNT-10554,newsletter,Campaign_Spring_Sale,64853-12509,4768,2024-12-18
CNT-10555,newsletter,Campaign_Q1_Launch,57836-12839,3386,2024-09-19
CNT-10556,social media,Campaign_Q4_Holiday,126067-24170,8498,2024-06-25
CNT-10557,Blog,Campaign_Q4_Holiday,90020-19086,5089,2024-11-24
CNT-10558,newsletter,Campaign_Spring_Sale,75953-15125,5894,2024-11-24
CNT-10559,BLOG,Campaign_Spring_Sale,77848-16828,5692,2024-07-20
CNT-10560,Newsletter,Campaign_Q4_Holiday,121236-23030,10197,2024-04-29
CNT-10561,social media,Campaign_Summer_Boost,74178-17048,7061,2023-01-04
CNT-10562,Newsletter,Campaign_Spring_Sale,29816-6891,2086,2023-07-19
CNT-10563,social media,Campaign_Summer_Boost,30492-5702,2125,2023-05-17
CNT-10564,VIDEO,Campaign_Summer_Boost,119427-26439,6976,2024-12-06
CNT-10565,BLOG,Campaign_Spring_Sale,123947-23885,5800,2024-06-24
CNT-10566,Newsletter,Campaign_Spring_Sale,71924-13787,4340,2023-10-18
CNT-10567,Blog,Campaign_Summer_Boost,110369-22270,8443,2024-10-30
CNT-10568,Blog,Campaign_Spring_Sale,86013-19978,8660,2023-03-28
CNT-10569,VIDEO,Campaign_Q1_Launch,137470-27545,11633,2023-09-29
CNT-10570,Blog,Campaign_Summer_Boost,140318-30658,7409,2023-03-24
CNT-10571,Blog,Campaign_Spring_Sale,93710-18996,6200,2024-01-11
CNT-10572,VIDEO,Campaign_Spring_Sale,44161-8274,3536,2023-10-07
CNT-10573,newsletter,Campaign_Spring_Sale,80975-17785,4838,2024-08-23
CNT-10574,newsletter,Campaign_Spring_Sale,81371-16799,4217,2023-08-08
CNT-10575,newsletter,Campaign_Summer_Boost,45999-9273,3834,2023-03-04
CNT-10576,newsletter,Campaign_Summer_Boost,46255-9050,4030,2024-10-28
CNT-10577,VIDEO,Campaign_Spring_Sale,87865-18346,6278,2024-12-04
CNT-10578,social media,Campaign_Q1_Launch,104025-24702,9959,2024-07-25
CNT-10579,Social Media,Campaign_Summer_Boost,100008-22442,10085,2023-01-27
CNT-10580,VIDEO,Campaign_Spring_Sale,80796-16504,4538,2023-09-02
CNT-10581,newsletter,Campaign_Q4_Holiday,59037-11719,4525,2024-10-12
CNT-10582,VIDEO,Campaign_Summer_Boost,123989-22416,6840,2024-08-27
CNT-10583,Newsletter,Campaign_Q1_Launch,21942-4446,1850,2024-10-03
CNT-10584,Newsletter,Campaign_Spring_Sale,131883-30964,10892,2023-05-31
CNT-10585,VIDEO,Campaign_Q4_Holiday,24692-5016,1014,2023-03-21
CNT-10586,Blog,Campaign_Q4_Holiday,36895-7415,1499,2023-04-21
CNT-10587,Social Media,Campaign_Summer_Boost,15583-2934,1313,2023-03-25
CNT-10588,Newsletter,Campaign_Q1_Launch,15431-3619,1412,2023-07-11
CNT-10589,newsletter,Campaign_Spring_Sale,123953-28180,12414,2024-06-07
CNT-10590,social media,Campaign_Spring_Sale,44575-10498,2257,2024-02-05
CNT-10591,VIDEO,Campaign_Summer_Boost,92426-17418,3643,2024-04-18
CNT-10592,Newsletter,Campaign_Q4_Holiday,133661-28110,7458,2023-02-03
CNT-10593,Video,Campaign_Q1_Launch,89951-16648,6817,2023-05-20
CNT-10594,Blog,Campaign_Q4_Holiday,18628-4070,1040,2024-05-15
CNT-10595,Social Media,Campaign_Spring_Sale,125923-23177,10312,2024-08-15
CNT-10596,BLOG,Campaign_Spring_Sale,99425-22310,8414,2024-09-06
CNT-10597,Blog,Campaign_Q4_Holiday,99847-21924,8207,2023-08-07
CNT-10598,newsletter,Campaign_Spring_Sale,75194-13664,3806,2024-05-04
CNT-10599,newsletter,Campaign_Spring_Sale,117223-24219,4939,2023-11-16
CNT-10600,VIDEO,Campaign_Q1_Launch,111723-24042,8446,2024-11-19
CNT-10601,VIDEO,Campaign_Summer_Boost,16164-3658,1479,2023-08-24
CNT-10602,Video,Campaign_Spring_Sale,104391-24885,7674,2023-01-27
CNT-10603,Social Media,Campaign_Summer_Boost,122430-26584,11722,2024-03-11
CNT-10604,Video,Campaign_Q4_Holiday,70437-14188,5237,2024-02-07
CNT-10605,Video,Campaign_Q4_Holiday,100630-23216,9270,2023-03-31
CNT-10606,Video,Campaign_Q1_Launch,146179-28864,8582,2024-11-10
CNT-10607,Social Media,Campaign_Q4_Holiday,96474-22218,6030,2023-04-17
CNT-10608,Video,Campaign_Spring_Sale,87724-17607,4812,2024-05-28
CNT-10609,BLOG,Campaign_Spring_Sale,99318-20292,5277,2023-06-11
CNT-10610,Blog,Campaign_Spring_Sale,138372-31323,12245,2024-08-27
CNT-10611,BLOG,Campaign_Q1_Launch,132247-29539,8989,2024-11-29
CNT-10612,BLOG,Campaign_Summer_Boost,135257-31618,10163,2023-09-16
CNT-10613,BLOG,Campaign_Spring_Sale,101575-18746,4548,2023-12-05
CNT-10614,Blog,Campaign_Q4_Holiday,135052-30736,12645,2023-02-22
CNT-10615,VIDEO,Campaign_Q4_Holiday,100097-22659,9358,2024-05-06
CNT-10616,Social Media,Campaign_Summer_Boost,127225-25402,6109,2024-10-01
CNT-10617,Newsletter,Campaign_Q4_Holiday,81793-18053,6249,2024-07-31
CNT-10618,Video,Campaign_Spring_Sale,30786-7056,2583,2023-12-14
CNT-10619,Blog,Campaign_Q1_Launch,129729-23358,7943,2023-04-02
CNT-10620,BLOG,Campaign_Q1_Launch,48791-9610,2918,2023-11-24
CNT-10621,newsletter,Campaign_Summer_Boost,73032-16814,5646,2023-03-12
CNT-10622,social media,Campaign_Q4_Holiday,113334-25197,7141,2024-09-21
CNT-10623,Blog,Campaign_Q4_Holiday,33434-6644,2529,2023-06-21
CNT-10624,Video,Campaign_Summer_Boost,30610-6448,1516,2024-02-12
CNT-10625,social media,Campaign_Spring_Sale,84064-19596,4292,2024-06-23
CNT-10626,newsletter,Campaign_Q4_Holiday,64507-13348,4409,2024-10-28
CNT-10627,Newsletter,Campaign_Summer_Boost,64438-14146,5274,2023-02-12
CNT-10628,Blog,Campaign_Q1_Launch,32290-6744,2705,2024-01-29
CNT-10629,Video,Campaign_Spring_Sale,68040-16270,6255,2024-11-24
CNT-10630,social media,Campaign_Q1_Launch,147278-33713,9202,2023-03-30
CNT-10631,Blog,Campaign_Spring_Sale,125005-27396,11403,2023-02-25
CNT-10632,Social Media,Campaign_Q1_Launch,67223-12451,3957,2024-07-20
CNT-10633,Video,Campaign_Spring_Sale,32514-5913,1537,2024-03-01
CNT-10634,newsletter,Campaign_Q4_Holiday,145723-34444,13632,2024-04-10
CNT-10635,social media,Campaign_Q4_Holiday,104671-23646,7425,2023-11-15
CNT-10636,BLOG,Campaign_Summer_Boost,93327-18651,7859,2023-08-02
CNT-10637,Blog,Campaign_Q1_Launch,101723-23228,8686,2023-07-26
CNT-10638,BLOG,Campaign_Q1_Launch,43279-10131,2380,2024-10-01
CNT-10639,social media,Campaign_Summer_Boost,112377-21612,8766,2024-07-04
CNT-10640,Social Media,Campaign_Spring_Sale,80402-15382,6714,2023-03-26
CNT-10641,social media,Campaign_Summer_Boost,33306-6617,2406,2023-11-19
CNT-10642,BLOG,Campaign_Q1_Launch,136768-24805,7295,2023-01-18
CNT-10643,Newsletter,Campaign_Spring_Sale,125778-22747,7051,2023-04-19
CNT-10644,BLOG,Campaign_Q1_Launch,92844-18414,6016,2024-03-23
CNT-10645,Social Media,Campaign_Q1_Launch,125117-29721,10123,2023-09-08
CNT-10646,Blog,Campaign_Spring_Sale,133794-29680,12133,2024-08-15
CNT-10647,newsletter,Campaign_Spring_Sale,29295-5579,1508,2024-03-23
CNT-10648,BLOG,Campaign_Q4_Holiday,59269-11894,4361,2023-06-11
CNT-10649,social media,Campaign_Summer_Boost,147971-32139,10075,2023-04-25
CNT-10650,Social Media,Campaign_Summer_Boost,62379-13238,4404,2024-07-26
CNT-10651,VIDEO,Campaign_Summer_Boost,108909-25822,7643,2023-12-08
CNT-10652,VIDEO,Campaign_Summer_Boost,97199-22372,6675,2023-10-28
CNT-10653,Blog,Campaign_Q4_Holiday,80908-18289,4317,2024-08-21
CNT-10654,Video,Campaign_Q1_Launch,82587-15225,4454,2023-11-07
CNT-10655,Social Media,Campaign_Q4_Holiday,144896-30761,8691,2024-05-20
CNT-10656,Video,Campaign_Q1_Launch,146624-31564,12326,2024-09-05
CNT-10657,BLOG,Campaign_Q1_Launch,47750-11154,3070,2024-04-07
CNT-10658,Video,Campaign_Spring_Sale,126022-26389,10283,2023-12-18
CNT-10659,Video,Campaign_Spring_Sale,146991-32611,6989,2024-12-08
CNT-10660,Blog,Campaign_Q1_Launch,135960-28417,10735,2024-10-12
CNT-10661,newsletter,Campaign_Spring_Sale,85739-19039,5822,2024-11-20
CNT-10662,social media,Campaign_Q1_Launch,123424-22940,8393,2023-01-13
CNT-10663,newsletter,Campaign_Spring_Sale,38016-7721,2061,2024-05-07
CNT-10664,BLOG,Campaign_Spring_Sale,142872-28677,10378,2024-05-29
CNT-10665,social media,Campaign_Spring_Sale,119756-25076,10651,2023-12-13
CNT-10666,VIDEO,Campaign_Summer_Boost,28691-5892,2481,2024-06-17
CNT-10667,VIDEO,Campaign_Summer_Boost,108997-24476,5567,2023-11-29
CNT-10668,BLOG,Campaign_Q4_Holiday,124156-22951,7007,2024-07-27
CNT-10669,Blog,Campaign_Q1_Launch,77787-15964,6171,2024-02-02
CNT-10670,Blog,Campaign_Q4_Holiday,18709-3751,1577,2023-11-18
CNT-10671,VIDEO,Campaign_Q4_Holiday,45557-10560,2301,2023-08-01
CNT-10672,BLOG,Campaign_Q4_Holiday,64251-12287,3258,2024-01-16
CNT-10673,VIDEO,Campaign_Spring_Sale,112830-22982,6918,2024-08-30
CNT-10674,Social Media,Campaign_Q1_Launch,53095-11599,3565,2024-08-04
CNT-10675,newsletter,Campaign_Summer_Boost,116668-25058,8478,2024-06-22
CNT-10676,newsletter,Campaign_Q4_Holiday,66956-12394,3795,2023-08-18
CNT-10677,Video,Campaign_Summer_Boost,57476-12051,2563,2024-12-26
CNT-10678,social media,Campaign_Q4_Holiday,63025-12026,3450,2024-07-30
CNT-10679,VIDEO,Campaign_Q4_Holiday,80651-15161,3048,2023-05-04
CNT-10680,Social Media,Campaign_Q4_Holiday,88811-18146,7787,2023-01-11
CNT-10681,VIDEO,Campaign_Q4_Holiday,117354-22558,5120,2024-09-12
